gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstrand	fpkm_unstrand	fpkm_uq_unstrand
ENSG00000004848.8	ARX	protein_coding	1	1	0	0.0139	0.0052	0.0066
ENSG00000004864.14	SLC25A13	protein_coding	910	439	471	10.6132	3.986	5.0529
ENSG00000004866.22	ST7	protein_coding	1487	822	863	9.8592	3.7029	4.6939
ENSG00000004897.12	CDC27	protein_coding	4494	2414	2350	28.4952	10.7021	13.5665
ENSG00000004939.15	SLC4A1	protein_coding	4	2	2	0.0338	0.0127	0.0161
ENSG00000004948.16	CALCR	protein_coding	59	25	34	0.6047	0.2271	0.2879
ENSG00000004961.15	HCCS	protein_coding	1198	594	604	22.124	8.3092	10.5331
ENSG00000004975.12	DVL2	protein_coding	1165	589	578	9.4735	3.558	4.5103
ENSG00000005001.10	PRSS22	protein_coding	58	27	34	1.0527	0.3954	0.5012
ENSG00000005007.13	UPF1	protein_coding	6590	3325	3265	33.2607	12.4919	15.8353
ENSG00000005020.13	SKAP2	protein_coding	4737	2353	2384	38.2328	14.3593	18.2025
ENSG00000005022.6	SLC25A5	protein_coding	7995	4735	4653	222.4673	83.5531	105.916
ENSG00000005059.16	MCUB	protein_coding	1026	548	500	12.4878	4.6901	5.9454
ENSG00000005073.6	HOXA11	protein_coding	45	33	17	0.7295	0.274	0.3473
ENSG00000005075.15	POLR2J	protein_coding	994	518	486	31.7413	11.9212	15.112
ENSG00000005100.13	DHX33	protein_coding	1094	552	542	8.177	3.0711	3.893
ENSG00000005102.14	MEOX1	protein_coding	2475	1239	1236	40.049	15.0414	19.0672
ENSG00000005108.16	THSD7A	protein_coding	746	408	419	2.9557	1.1101	1.4072
ENSG00000005156.12	LIG3	protein_coding	816	727	706	2.7368	1.0279	1.303
ENSG00000005175.10	RPAP3	protein_coding	1169	564	605	9.4545	3.5509	4.5013
ENSG00000005187.12	ACSM3	protein_coding	146	230	231	0.8412	0.3159	0.4005
ENSG00000005189.20	REXO5	protein_coding	446	222	252	4.6942	1.763	2.2349
ENSG00000005194.15	CIAPIN1	protein_coding	1575	807	768	20.1445	7.5658	9.5907
ENSG00000005206.17	SPPL2B	protein_coding	1092	559	534	6.3688	2.3919	3.0322
ENSG00000005243.10	COPZ2	protein_coding	3144	1538	1606	72.9036	27.3808	34.7092
ENSG00000005249.13	PRKAR2B	protein_coding	53214	26751	26463	540.2448	202.9023	257.2089
ENSG00000005302.19	MSL3	protein_coding	1531	738	793	6.7735	2.544	3.2249
ENSG00000005339.15	CREBBP	protein_coding	7104	3513	3593	19.8581	7.4582	9.4544
ENSG00000005379.17	TSPOAP1	protein_coding	513	250	265	1.949	0.732	0.9279
ENSG00000005381.8	MPO	protein_coding	11	3	8	0.1349	0.0507	0.0642
ENSG00000005421.9	PON1	protein_coding	8	5	3	0.1303	0.0489	0.062
ENSG00000005436.14	GCFC2	protein_coding	1470	1093	1010	11.6451	4.3736	5.5442
ENSG00000005448.17	WDR54	protein_coding	255	137	119	3.8687	1.453	1.8419
ENSG00000005469.12	CROT	protein_coding	927	437	490	8.0301	3.0159	3.8231
ENSG00000005471.19	ABCB4	protein_coding	173	83	90	0.9686	0.3638	0.4612
ENSG00000005483.21	KMT2E	protein_coding	5433	2943	2939	23.6286	8.8743	11.2495
ENSG00000005486.17	RHBDD2	protein_coding	2772	1362	1411	50.185	18.8482	23.8929
ENSG00000005513.10	SOX8	protein_coding	53	27	26	0.513	0.1927	0.2443
ENSG00000005700.15	IBTK	protein_coding	4465	2327	2138	22.1581	8.322	10.5494
ENSG00000005801.18	ZNF195	protein_coding	992	471	521	3.6652	1.3766	1.745
ENSG00000005810.18	MYCBP2	protein_coding	16047	10404	10325	43.4315	16.3118	20.6776
ENSG00000005812.11	FBXL3	protein_coding	4310	3359	3443	26.3553	9.8984	12.5477
ENSG00000005844.19	ITGAL	protein_coding	449	278	249	1.9696	0.7397	0.9377
ENSG00000005882.12	PDK2	protein_coding	4294	3717	3839	33.9605	12.7547	16.1685
ENSG00000005884.18	ITGA3	protein_coding	3211	1554	1660	14.1744	5.3235	6.7484
ENSG00000005889.16	ZFX	protein_coding	3566	1822	1745	17.074	6.4126	8.1289
ENSG00000005893.16	LAMP2	protein_coding	12525	6291	6234	57.6293	21.6441	27.4371
ENSG00000005961.19	ITGA2B	protein_coding	48	21	27	0.3647	0.137	0.1736
ENSG00000005981.13	ASB4	protein_coding	27	13	14	0.2536	0.0953	0.1208
ENSG00000006007.12	GDE1	protein_coding	4718	2901	3077	46.502	17.465	22.1395
ENSG00000006015.18	REX1BD	protein_coding	519	264	255	6.6617	2.502	3.1716
ENSG00000006016.11	CRLF1	protein_coding	229	255	249	3.3396	1.2543	1.59
ENSG00000006025.12	OSBPL7	protein_coding	314	154	160	2.0673	0.7764	0.9843
ENSG00000006042.12	TMEM98	protein_coding	2186	1086	1100	18.2353	6.8487	8.6818
ENSG00000006047.13	YBX2	protein_coding	718	344	380	6.7085	2.5196	3.1939
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0	0	0
ENSG00000006062.17	MAP3K14	protein_coding	582	389	379	4.4429	1.6687	2.1153
ENSG00000006071.15	ABCC8	protein_coding	74	41	33	0.2544	0.0955	0.1211
ENSG00000006116.4	CACNG3	protein_coding	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	protein_coding	274	169	173	1.6299	0.6121	0.776
ENSG00000006125.18	AP2B1	protein_coding	15765	7852	8026	89.8614	33.7497	42.7827
ENSG00000006128.12	TAC1	protein_coding	38	18	20	0.9604	0.3607	0.4572
ENSG00000006194.10	ZNF263	protein_coding	1227	867	823	8.2916	3.1141	3.9476
ENSG00000006210.7	CX3CL1	protein_coding	3898	1979	1919	28.2992	10.6285	13.4732
ENSG00000006282.21	SPATA20	protein_coding	3120	1585	1539	25.2951	9.5002	12.0429
ENSG00000006283.18	CACNA1G	protein_coding	100	52	51	0.43	0.1615	0.2047
ENSG00000006327.14	TNFRSF12A	protein_coding	272	136	136	6.5348	2.4543	3.1112
ENSG00000006377.11	DLX6	protein_coding	10	6	4	0.1256	0.0472	0.0598
ENSG00000006432.15	MAP3K9	protein_coding	225	111	114	0.786	0.2952	0.3742
ENSG00000006451.8	RALA	protein_coding	5285	2700	2585	63.8942	23.9971	30.4198
ENSG00000006453.14	BAIAP2L1	protein_coding	371	273	276	3.3298	1.2506	1.5853
ENSG00000006459.11	KDM7A	protein_coding	2505	1209	1296	11.5578	4.3408	5.5026
ENSG00000006468.14	ETV1	protein_coding	575	296	279	2.5876	0.9718	1.2319
ENSG00000006530.18	AGK	protein_coding	1331	727	788	5.3839	2.022	2.5632
ENSG00000006534.16	ALDH3B1	protein_coding	648	310	342	4.2316	1.5893	2.0146
ENSG00000006555.11	TTC22	protein_coding	106	54	52	0.7505	0.2819	0.3573
ENSG00000006576.16	PHTF2	protein_coding	1449	719	730	7.2516	2.7235	3.4524
ENSG00000006606.9	CCL26	protein_coding	18	7	11	1.1079	0.4161	0.5275
ENSG00000006607.14	FARP2	protein_coding	1457	900	824	4.3868	1.6476	2.0886
ENSG00000006611.17	USH1C	protein_coding	2	0	2	0.0176	0.0066	0.0084
ENSG00000006625.18	GGCT	protein_coding	962	482	480	26.1135	9.8076	12.4326
ENSG00000006634.8	DBF4	protein_coding	276	134	169	2.599	0.9761	1.2374
ENSG00000006638.13	TBXA2R	protein_coding	154	70	84	2.3571	0.8853	1.1222
ENSG00000006652.15	IFRD1	protein_coding	634	312	322	3.4716	1.3038	1.6528
ENSG00000006659.13	LGALS14	protein_coding	2	1	1	0.0957	0.036	0.0456
ENSG00000006695.12	COX10	protein_coding	970	518	452	6.2124	2.3332	2.9577
ENSG00000006704.11	GTF2IRD1	protein_coding	743	356	387	4.9468	1.8579	2.3551
ENSG00000006712.15	PAF1	protein_coding	2619	1338	1363	39.7621	14.9336	18.9306
ENSG00000006715.16	VPS41	protein_coding	4538	2282	2256	25.3296	9.5132	12.0594
ENSG00000006740.17	ARHGAP44	protein_coding	313	196	217	1.4528	0.5456	0.6917
ENSG00000006744.19	ELAC2	protein_coding	4572	2350	2244	28.2529	10.6111	13.4511
ENSG00000006747.15	SCIN	protein_coding	115	60	61	0.428	0.1607	0.2038
ENSG00000006756.16	ARSD	protein_coding	2022	1382	1426	12.4523	4.6768	5.9285
ENSG00000006757.12	PNPLA4	protein_coding	1539	769	770	19.5225	7.3322	9.2946
ENSG00000006788.14	MYH13	protein_coding	13	24	19	0.0919	0.0345	0.0438
ENSG00000006831.10	ADIPOR2	protein_coding	13697	6791	6914	101.639	38.1731	48.39
ENSG00000006837.12	CDKL3	protein_coding	26	14	12	0.3573	0.1342	0.1701
ENSG00000007001.13	UPP2	protein_coding	22	9	13	0.3219	0.1209	0.1533
ENSG00000007038.11	PRSS21	protein_coding	43	20	23	0.9459	0.3553	0.4503
ENSG00000007047.15	MARK4	protein_coding	1281	635	646	8.3275	3.1276	3.9647
ENSG00000007062.12	PROM1	protein_coding	1395	698	697	8.0945	3.0401	3.8538
ENSG00000007080.11	CCDC124	protein_coding	1501	730	771	39.1011	14.6854	18.6159
ENSG00000007129.18	CEACAM21	protein_coding	49	24	25	1.0724	0.4028	0.5106
ENSG00000007168.14	PAFAH1B1	protein_coding	9898	6195	6017	31.1	11.6804	14.8066
ENSG00000007171.18	NOS2	protein_coding	42	26	16	0.4131	0.1552	0.1967
ENSG00000007174.18	DNAH9	protein_coding	298	164	143	0.7611	0.2859	0.3624
ENSG00000007216.15	SLC13A2	protein_coding	299	152	147	4.0104	1.5062	1.9093
ENSG00000007237.19	GAS7	protein_coding	7992	3960	4032	34.0428	12.7856	16.2077
ENSG00000007255.10	TRAPPC6A	protein_coding	511	250	261	23.6983	8.9005	11.2827
ENSG00000007264.15	MATK	protein_coding	63	32	32	0.6588	0.2474	0.3136
ENSG00000007306.15	CEACAM7	protein_coding	1	0	1	0.0163	0.0061	0.0078
ENSG00000007312.13	CD79B	protein_coding	115	48	67	2.4132	0.9063	1.1489
ENSG00000007314.12	SCN4A	protein_coding	2040	1025	1015	10.7084	4.0218	5.0982
ENSG00000007341.19	ST7L	protein_coding	576	492	511	3.0739	1.1545	1.4635
ENSG00000007350.17	TKTL1	protein_coding	12	6	6	0.1473	0.0553	0.0701
ENSG00000007372.24	PAX6	protein_coding	9	110	92	0.0189	0.0071	0.009
ENSG00000007376.8	RPUSD1	protein_coding	374	190	196	5.8442	2.1949	2.7824
ENSG00000007384.15	RHBDF1	protein_coding	1414	724	690	12.4507	4.6762	5.9277
ENSG00000007392.17	LUC7L	protein_coding	1402	692	711	9.8224	3.6891	4.6764
ENSG00000007402.12	CACNA2D2	protein_coding	188	139	137	1.2499	0.4694	0.5951
ENSG00000007516.14	BAIAP3	protein_coding	176	324	302	1.2466	0.4682	0.5935
ENSG00000007520.4	TSR3	protein_coding	995	715	729	35.5808	13.3633	16.9399
ENSG00000007541.17	PIGQ	protein_coding	1095	519	576	6.031	2.2651	2.8714
ENSG00000007545.16	CRAMP1	protein_coding	806	419	405	4.0571	1.5237	1.9316
ENSG00000007866.22	TEAD3	protein_coding	897	479	418	12.7296	4.7809	6.0605
ENSG00000007908.16	SELE	protein_coding	82	41	41	0.7737	0.2906	0.3683
ENSG00000007923.16	DNAJC11	protein_coding	1483	1241	1191	12.6241	4.7413	6.0103
ENSG00000007933.13	FMO3	protein_coding	229	118	111	2.8813	1.0821	1.3718
ENSG00000007944.15	MYLIP	protein_coding	3994	2056	1938	56.2555	21.1281	26.7831
ENSG00000007952.18	NOX1	protein_coding	30	14	16	0.5104	0.1917	0.243
ENSG00000007968.7	E2F2	protein_coding	49	22	28	0.3882	0.1458	0.1848
ENSG00000008018.9	PSMB1	protein_coding	7988	4039	3950	155.7611	58.4999	74.1574
ENSG00000008056.14	SYN1	protein_coding	22	25	24	0.255	0.0958	0.1214
ENSG00000008083.14	JARID2	protein_coding	963	487	476	6.6733	2.5063	3.1771
ENSG00000008086.13	CDKL5	protein_coding	1215	593	627	2.7588	1.0361	1.3135
ENSG00000008118.10	CAMK1G	protein_coding	26	16	10	0.338	0.127	0.1609
ENSG00000008128.23	CDK11A	protein_coding	41	22	19	0.3489	0.131	0.1661
ENSG00000008130.15	NADK	protein_coding	4713	2278	2436	36.6117	13.7504	17.4307
ENSG00000008196.13	TFAP2B	protein_coding	449	232	217	3.1564	1.1855	1.5028
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0	0	0
ENSG00000008226.20	DLEC1	protein_coding	120	762	735	0.6227	0.2339	0.2965
ENSG00000008256.16	CYTH3	protein_coding	4687	2368	2320	34.9178	13.1142	16.6242
ENSG00000008277.14	ADAM22	protein_coding	773	396	379	2.7418	1.0297	1.3054
ENSG00000008282.9	SYPL1	protein_coding	9458	4798	4660	147.0497	55.2282	70.0099
ENSG00000008283.16	CYB561	protein_coding	3010	1497	1513	24.5922	9.2362	11.7083
ENSG00000008294.21	SPAG9	protein_coding	9359	4696	4663	33.8422	12.7103	16.1122
ENSG00000008300.17	CELSR3	protein_coding	110	60	50	0.3437	0.1291	0.1636
ENSG00000008311.15	AASS	protein_coding	3412	1741	1671	22.154	8.3205	10.5475
ENSG00000008323.15	PLEKHG6	protein_coding	3365	1607	1758	34.1786	12.8366	16.2723
ENSG00000008324.12	SS18L2	protein_coding	483	321	297	6.7027	2.5174	3.1911
ENSG00000008382.16	MPND	protein_coding	200	256	278	4.2234	1.5862	2.0108
ENSG00000008394.13	MGST1	protein_coding	41599	20806	20797	241.8966	90.8503	115.1662
ENSG00000008405.12	CRY1	protein_coding	1105	590	552	9.9984	3.7552	4.7602
ENSG00000008438.5	PGLYRP1	protein_coding	3	3	0	0.1833	0.0689	0.0873
ENSG00000008441.18	NFIX	protein_coding	18608	9527	9086	125.1207	46.9922	59.5696
ENSG00000008513.16	ST3GAL1	protein_coding	5631	2834	2797	27.5247	10.3376	13.1044
ENSG00000008516.17	MMP25	protein_coding	31	35	32	0.3159	0.1186	0.1504
ENSG00000008517.18	IL32	protein_coding	881	443	438	11.8791	4.4615	5.6556
ENSG00000008710.20	PKD1	protein_coding	4941	3353	3382	11.5352	4.3323	5.4919
ENSG00000008735.14	MAPK8IP2	protein_coding	106	60	47	0.7917	0.2974	0.3769
ENSG00000008838.20	MED24	protein_coding	2764	1372	1392	17.1784	6.4518	8.1786
ENSG00000008853.17	RHOBTB2	protein_coding	687	763	770	4.4964	1.6887	2.1407
ENSG00000008869.12	HEATR5B	protein_coding	3388	1679	1709	17.7951	6.6834	8.4722
ENSG00000008952.17	SEC62	protein_coding	16533	8358	8176	90.2332	33.8893	42.9597
ENSG00000008988.11	RPS20	protein_coding	64614	33712	30903	413.273	155.2149	196.758
ENSG00000009307.16	CSDE1	protein_coding	78824	39826	39000	590.2814	221.6948	281.0312
ENSG00000009335.18	UBE3C	protein_coding	6196	3135	3061	29.0934	10.9267	13.8513
ENSG00000009413.16	REV3L	protein_coding	4086	2328	2314	14.2292	5.3441	6.7745
ENSG00000009694.13	TENM1	protein_coding	552	296	268	1.8521	0.6956	0.8818
ENSG00000009709.12	PAX7	protein_coding	1	1	0	0.0067	0.0025	0.0032
ENSG00000009724.17	MASP2	protein_coding	152	115	116	1.545	0.5802	0.7356
ENSG00000009765.15	IYD	protein_coding	6	5	1	0.0251	0.0094	0.0119
ENSG00000009780.16	FAM76A	protein_coding	1446	736	710	15.464	5.8079	7.3623
ENSG00000009790.15	TRAF3IP3	protein_coding	109	135	127	0.6086	0.2286	0.2897
ENSG00000009830.12	POMT2	protein_coding	1053	505	548	4.5531	1.71	2.1677
ENSG00000009844.16	VTA1	protein_coding	2345	1206	1139	13.9799	5.2505	6.6558
ENSG00000009950.16	MLXIPL	protein_coding	4494	2171	2323	40.3845	15.1674	19.2269
ENSG00000009954.11	BAZ1B	protein_coding	7854	3991	3864	48.1354	18.0784	22.9171
ENSG00000010017.13	RANBP9	protein_coding	2448	1678	1675	29.2766	10.9956	13.9385
ENSG00000010030.14	ETV7	protein_coding	56	22	34	1.0207	0.3833	0.4859
ENSG00000010072.16	SPRTN	protein_coding	494	278	283	3.6192	1.3593	1.7231
ENSG00000010219.13	DYRK4	protein_coding	462	229	233	2.8339	1.0643	1.3492
ENSG00000010244.19	ZNF207	protein_coding	5096	2573	2523	13.9398	5.2354	6.6367
ENSG00000010256.11	UQCRC1	protein_coding	6975	3480	3496	94.1954	35.3774	44.8462
ENSG00000010270.14	STARD3NL	protein_coding	1390	690	700	13.9094	5.224	6.6222
ENSG00000010278.15	CD9	protein_coding	6358	3236	3123	47.1959	17.7256	22.4698
ENSG00000010282.15	HHATL	protein_coding	96	50	58	1.4383	0.5402	0.6848
ENSG00000010292.13	NCAPD2	protein_coding	2618	1383	1443	17.5083	6.5757	8.3356
ENSG00000010295.20	IFFO1	protein_coding	1062	548	516	9.2926	3.4901	4.4242
ENSG00000010310.9	GIPR	protein_coding	71	39	33	0.6061	0.2276	0.2885
ENSG00000010318.21	PHF7	protein_coding	508	254	254	6.5341	2.454	3.1109
ENSG00000010319.7	SEMA3G	protein_coding	12086	6185	5901	103.6162	38.9156	49.3313
ENSG00000010322.16	NISCH	protein_coding	6871	3433	3438	32.8076	12.3217	15.6196
ENSG00000010327.10	STAB1	protein_coding	9720	5428	5308	39.7219	14.9186	18.9115
ENSG00000010361.14	FUZ	protein_coding	767	627	704	11.2385	4.2209	5.3506
ENSG00000010379.16	SLC6A13	protein_coding	4	2	2	0.0408	0.0153	0.0194
ENSG00000010404.18	IDS	protein_coding	428	192	236	1.9926	0.7484	0.9487
ENSG00000010438.17	PRSS3	protein_coding	2	3	0	0.0607	0.0228	0.0289
ENSG00000010539.12	ZNF200	protein_coding	434	238	218	2.5045	0.9406	1.1924
ENSG00000010610.10	CD4	protein_coding	3695	1850	1846	35.0844	13.1768	16.7036
ENSG00000010626.15	LRRC23	protein_coding	328	172	157	4.6502	1.7465	2.2139
ENSG00000010671.16	BTK	protein_coding	416	207	209	3.9344	1.4777	1.8732
ENSG00000010704.18	HFE	protein_coding	1430	711	719	10.9031	4.0949	5.1909
ENSG00000010803.16	SCMH1	protein_coding	3289	1884	1801	32.0018	12.0191	15.236
ENSG00000010810.17	FYN	protein_coding	4457	2224	2233	26.0222	9.7733	12.3891
ENSG00000010818.10	HIVEP2	protein_coding	3901	2088	2050	15.8417	5.9497	7.5422
ENSG00000010932.17	FMO1	protein_coding	624	339	288	7.4958	2.8152	3.5687
ENSG00000011007.12	ELOA	protein_coding	4031	2559	2604	32.3535	12.1512	15.4034
ENSG00000011009.11	LYPLA2	protein_coding	1220	637	583	26.1199	9.81	12.4356
ENSG00000011021.23	CLCN6	protein_coding	2235	1129	1140	11.8324	4.444	5.6334
ENSG00000011028.14	MRC2	protein_coding	10588	6076	6104	69.509	26.1058	33.093
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0	0	0
ENSG00000011083.9	SLC6A7	protein_coding	3	3	3	0.0304	0.0114	0.0144
ENSG00000011105.14	TSPAN9	protein_coding	3788	1929	1859	23.7369	8.915	11.3011
ENSG00000011114.15	BTBD7	protein_coding	3324	1676	1648	12.691	4.7664	6.0421
ENSG00000011132.12	APBA3	protein_coding	393	202	224	3.0387	1.1413	1.4467
ENSG00000011143.19	MKS1	protein_coding	567	327	314	2.174	0.8165	1.035
ENSG00000011198.10	ABHD5	protein_coding	8409	4245	4164	48.2624	18.1261	22.9776
ENSG00000011201.12	ANOS1	protein_coding	2566	1287	1279	15.6776	5.8881	7.464
ENSG00000011243.18	AKAP8L	protein_coding	891	712	693	7.5906	2.8508	3.6139
ENSG00000011258.16	MBTD1	protein_coding	1531	753	779	9.2212	3.4632	4.3902
ENSG00000011260.14	UTP18	protein_coding	1204	598	606	19.2734	7.2386	9.176
ENSG00000011275.19	RNF216	protein_coding	2754	1401	1354	15.729	5.9074	7.4885
ENSG00000011295.16	TTC19	protein_coding	2237	1152	1120	15.9883	6.0048	7.612
ENSG00000011304.22	PTBP1	protein_coding	7220	3645	3576	41.5374	15.6004	19.7759
ENSG00000011332.19	DPF1	protein_coding	7	5	3	0.0631	0.0237	0.03
ENSG00000011347.10	SYT7	protein_coding	1047	535	512	5.9988	2.253	2.856
ENSG00000011376.12	LARS2	protein_coding	1008	514	496	3.5154	1.3203	1.6737
ENSG00000011405.13	PIK3C2A	protein_coding	6447	3248	3200	30.3081	11.383	14.4296
ENSG00000011422.12	PLAUR	protein_coding	424	214	210	4.1162	1.546	1.9597
ENSG00000011426.11	ANLN	protein_coding	155	78	80	1.1183	0.42	0.5324
ENSG00000011451.21	WIZ	protein_coding	3016	1458	1558	13.0019	4.8832	6.1901
ENSG00000011454.18	RABGAP1	protein_coding	5155	2592	2564	29.1343	10.9421	13.8708
ENSG00000011465.18	DCN	protein_coding	266262	134080	132183	890.2655	334.3612	423.8527
ENSG00000011478.13	QPCTL	protein_coding	335	164	172	5.131	1.9271	2.4429
ENSG00000011485.15	PPP5C	protein_coding	1589	886	816	9.6988	3.6426	4.6176
ENSG00000011523.14	CEP68	protein_coding	4467	2519	2465	22.4148	8.4185	10.6716
ENSG00000011566.15	MAP4K3	protein_coding	2481	1289	1192	17.7263	6.6576	8.4395
ENSG00000011590.14	ZBTB32	protein_coding	8	5	3	0.1264	0.0475	0.0602
ENSG00000011600.12	TYROBP	protein_coding	1952	957	995	93.1217	34.9741	44.3349
ENSG00000011677.13	GABRA3	protein_coding	6	5	1	0.0626	0.0235	0.0298
ENSG00000012048.23	BRCA1	protein_coding	498	244	255	2.3155	0.8696	1.1024
ENSG00000012061.16	ERCC1	protein_coding	1616	1215	1186	12.5422	4.7105	5.9713
ENSG00000012124.17	CD22	protein_coding	98	51	47	0.6878	0.2583	0.3275
ENSG00000012171.20	SEMA3B	protein_coding	1729	880	849	12.9702	4.8713	6.1751
ENSG00000012174.12	MBTPS2	protein_coding	1744	836	908	8.4362	3.1684	4.0164
ENSG00000012211.13	PRICKLE3	protein_coding	371	974	965	4.3908	1.6491	2.0905
